timestamp,Process.Rocksdb.L0.CommitSuccess,Process.Rocksdb.Compaction.MovedTo.L1,Exception.UpstreamServer.Connect,Exception.Cephx.CouldNotFindEntity,Process.Rocksdb.Compaction.Start2,Process.Rocksdb.Compaction.Interval,Report.Cluster.NewLeader,Process.Rocksdb.Compaction.L1,Process.Start.Request,Process.Rocksdb.Compaction.L2,Process.CheckSub.SendingToClient,Process.Scrub.Ok,Process.Rocksdb.GeneratTable,Process.Rocksdb.Compaction.OK,Report.Connection.Accept,Warn.Paxos.Recovering,Report.OsdPool.Enable,Process.Rocksdb.Compaction.Manual,Warn.UpstreamServer.TempDisabled,Process.Rocksdb.Compaction.Start,Process.Mon.Rank,Process.MDSStandby.Replay.Done,Process.Rocksdb.TableFileCreate,Process.Rocksdb.Delete.WAL,Process.Paxosservice.Upgraded,Process.Rocksdb.Compaction.MovingTo.L1,Warn.SlowRequest.Client,Process.Rocksdb.StopWrite.WaitFlush,Process.Rocksdb.Compaction.SyncingLog,Process.Rocksdb.Compaction.FlushMemToFile,Process.Rocksdb.L0.FlushStart,Report.Request.Done,Report.Server.ToStandby,Report.Rocksdb.Compaction.Finished,Process.Rocksdb.MemTable.Created
1530633600,30,10,3,,16,,,16,24,17,17,,51,17,,,,56,3,16,,34,66,15,,10,,,15,15,30,,,17,15
1530633660,,,3,,,,,,24,,16,,,,,,,,3,,,28,,,,,,,,,,,,,
1530633720,10,,3,,,,,,24,,15,,,,,,,,3,,,19,5,5,,,,,,5,10,,,,5
1530633780,8,,3,,,,,,24,,15,,,,,,,,3,,,17,4,4,,,,,,4,8,,,,4
1530633840,10,,3,,,,,,24,,16,,,,,,,,3,,,15,5,5,,,,,,5,10,,,,5
1530633900,8,,3,,4,,,4,24,4,15,,8,4,,,,,3,4,,30,12,4,,,,,,4,8,,,4,4
1530633960,12,,3,,10,,,10,24,10,15,,30,10,,,,20,3,10,,31,36,6,,,,,5,6,12,,,10,6
1530634020,8,,3,,,,,,24,,15,,,,,,,,3,,,21,4,4,,,,,,4,8,,,,4
1530634080,20,2,3,,12,,,12,24,12,15,,26,12,,,,34,3,12,,13,36,10,,2,,,9,10,20,,,12,10
1530634140,8,,3,,,,,,24,,15,,,,,,,,3,,,18,4,4,,,,,,4,8,,,,4
1530634200,10,,3,,,,,,24,,15,,,,,,,,3,,,25,5,5,,,,,,5,10,,,,5
1530634260,,,3,,,,,,24,,16,,,,,,,,3,,,41,,,,,,,,,,,,,
1530634320,10,,3,,10,10,,10,24,10,14,,25,10,,,,20,3,10,,17,30,5,,,,,5,5,10,,,10,5
1530634380,10,,3,,,,,,24,,15,,,,,,,,3,,,34,5,5,,,,,,5,10,,,,5
1530634440,8,,3,,,,,,24,,16,,,,,,,,3,,,54,4,4,,,,,,4,8,,,,4
1530634500,10,,3,,,,,,24,,16,,,,,,,,3,,,23,5,5,,,,,,5,10,,,,5
1530634560,16,2,3,,12,,,12,24,10,14,,39,10,,,,30,3,12,,42,47,8,,2,,,8,8,16,,,10,8
1530634620,34,16,3,,18,,,18,24,20,14,,72,20,,,,68,3,18,,38,89,17,,16,,,17,17,34,,,20,17
1530634680,2,,3,,,,,,24,,15,,,,,,,,3,,,28,1,1,,,,,,4,5,,,,4
1530634740,8,,3,,,,,,24,,16,,,,,,,,3,,,26,4,4,,,,,,1,5,,,,1
1530634800,8,,3,,,,,,24,,15,,,,,,,,3,,,21,4,4,,,,,,4,8,,,,4
1530634860,10,,3,,,,,,24,,16,,,,,,,,3,,,24,5,5,,,,,,5,10,,,,5
1530634920,8,,3,,4,8,,4,24,4,15,,8,4,,,,,3,4,,23,12,4,,,,,,4,8,,,4,4
1530634980,12,,3,,10,2,,10,24,10,14,,30,10,,,,20,3,10,,27,36,6,,,,,5,6,12,,,10,6
1530635040,8,,3,,,,,,24,,15,,,,,,,,3,,,23,4,4,,,,,,4,8,,,,4
1530635100,22,3,3,,13,,,13,24,12,14,,28,12,,,,36,3,13,,33,39,11,,3,,,10,11,22,,,12,11
1530635160,,,3,,,,,,24,1,16,,1,1,,,,,3,,,29,1,,,,,,,,,,,1,
1530635220,10,,3,,,,,,24,,21,,,,,,,,3,,,22,5,5,,,,,,5,10,,,,5
1530635280,18,,3,,10,,,10,24,10,15,,20,10,,,,20,3,10,,21,29,9,,,,,5,9,18,,,10,9
1530635340,,,3,,,,,,24,,15,,,,,,,,3,,,42,,,,,,,,,,,,,
1530635400,10,,3,,,,,,24,,16,,,,,,,,3,,,45,5,5,,,,,,5,10,,,,5
1530635460,8,,3,,,,,,24,,17,,,,,,,,3,,,39,4,4,,,,,,4,8,,,,4
1530635520,20,,3,,8,8,,6,24,5,15,,10,3,,,,14,3,8,,40,20,10,,,,,5,10,20,,,3,10
1530635580,10,4,3,,6,,,8,24,9,14,,45,11,,,,24,3,6,,46,50,5,,4,,,5,5,10,,,11,5
1530635640,34,13,3,,17,2,,17,24,17,15,,57,17,,,,60,3,17,,24,74,17,,13,,,15,17,34,,,17,17
1530635700,8,,3,,,,,,24,,16,,,,,,,,3,,,32,4,4,,,,,,4,8,,,,4
1530635760,2,,3,,,,,,24,,15,,,,,,,,3,,,47,1,1,,,,,,1,2,,,,1
1530635820,8,,3,,,,,,24,,15,,,,,,,,3,,,52,4,4,,,,,,4,8,,,,4
1530635880,10,,3,,,,,,24,,16,,,,,,,,3,,,34,5,5,,,,,,5,10,,,,5
1530635940,8,,3,,4,,,4,24,4,15,,8,4,,,,,3,4,,29,12,4,,,,,,4,8,,,4,4
1530636000,12,,3,,10,,,10,24,10,15,,30,10,,,,20,3,10,,37,36,6,,,,1,5,6,12,,,10,6
1530636060,10,,3,,,,,,24,,17,,,,,,,,3,,,26,5,5,,,,,,5,10,,,,5
1530636120,26,2,3,,12,2,,12,24,10,16,,22,10,,,,32,3,12,,22,35,13,,2,,,9,13,26,,,10,13
1530636180,2,1,3,,1,2,,1,24,3,15,,10,3,,,,4,3,1,,19,11,1,,1,,,1,1,2,,,3,1
1530636240,10,,3,,,,,,24,,16,,,,,,,,3,,,38,5,5,,,,,,5,10,,,,5
1530636300,18,,3,,10,6,,10,24,10,17,,20,10,,,,20,3,10,,33,29,9,,,,,5,9,18,,,10,9
1530636360,8,,3,,,,,,24,,19,,,,,,,,3,,,22,4,4,,,,,,4,8,,,,4
1530636420,10,,3,,,,,,24,,19,,,,,,,,3,,,13,5,5,,,,,,5,10,,,,5
1530636480,20,3,3,,13,,,13,24,13,16,,37,13,,,,36,3,13,,15,47,10,,3,,,10,10,20,,,13,10
1530636540,8,,3,,,,,,24,,17,,,,,,,,3,,,20,4,4,,,,,,4,8,,,,4
1530636600,12,,3,,10,,,10,24,10,16,,25,10,,,,20,3,10,,18,31,6,,,,,5,6,12,,,10,6
1530636660,16,7,3,,7,,,7,24,7,20,,21,7,,,,34,3,7,,12,29,8,,7,,,8,8,16,,,7,8
1530636720,8,,3,,,,,,24,,19,,,,,,,,3,,,29,4,4,,,,,,4,8,,,,4
1530636780,8,,3,,,,,,24,,17,,,,,,,,3,,,19,4,4,,,,,,4,8,,,,4
1530636840,2,,3,,,,,,24,,21,,,,,,,,3,,,22,1,1,,,,,,1,2,,,,1
1530636900,20,,3,,11,10,,11,23,9,24,,26,9,,,,20,3,11,,24,36,10,,,,,5,10,20,,,9,10
1530636960,,,3,,,,,,25,2,17,,5,2,,,,,3,,,13,5,,,,,,,,,,,2,
1530637020,10,,3,,,,,,24,,16,,,,,,,,3,,,11,5,5,,,,,,5,10,,,,5
1530637080,8,,3,,,,,,24,,15,,,,,,,,3,,,15,4,4,,,,,,4,8,,,,4
1530637140,20,,3,,10,,,10,24,6,15,,14,6,,,,20,3,10,,18,24,10,,,,,5,10,20,,,6,10
1530637200,10,5,3,,5,,,5,24,9,15,,31,9,,,,20,3,5,,17,36,5,,5,,,5,5,10,,,9,5
1530637260,18,1,3,,9,,,9,24,9,17,,19,9,,,,20,3,9,,11,28,9,,1,,,5,9,18,,,9,9
1530637320,16,7,3,,7,,,7,24,6,20,,20,6,,,,34,3,7,,21,28,8,,7,,,8,8,16,,,6,8
1530637380,,,3,,,,,,24,1,20,,2,1,,,,,3,,,26,2,,,,,,,,,,,1,
1530637440,10,,3,,,,,,24,,25,,,,,,,,3,,,21,5,5,,,,,,5,10,,,,5
1530637500,8,,3,,,,,,24,,15,,,,,,,,3,,,14,4,4,,,,,,4,8,,,,4
1530637560,20,,3,,10,10,,10,24,10,15,,25,10,,,,20,3,10,,18,35,10,,,,,5,10,20,,,10,10
1530637620,,,3,,,,,,24,,16,,,,,,,,3,,,9,,,,,,,,,,,,,
1530637680,28,3,3,,13,,,13,23,11,16,,27,11,,,,36,3,13,,20,41,14,,3,,,9,14,28,,,11,14
1530637740,,,3,,,,,,25,2,22,,2,2,,,,,3,,,11,2,,,,,,,,,,,2,
1530637800,10,,3,,,,,,24,,17,,,,,,,,3,,,12,5,5,,,,,,5,10,,,,5
1530637860,18,,3,,9,,,8,24,8,21,,14,7,,,,18,3,9,,24,23,9,,,,,5,9,18,,,7,9
1530637920,,,3,,1,,,2,24,2,16,,6,3,,,,2,3,1,,20,6,,,,,,,,,,,3,
1530637980,10,,3,,,,,,24,,23,,,,,,,,3,,,28,5,5,,,,,,5,10,,,,5
1530638040,8,,3,,,,,,24,,23,,,,,,,,3,,,19,4,4,,,,,,4,8,,,,4
1530638100,26,3,3,,13,,,13,24,11,19,,32,11,,,,34,3,13,,14,45,13,,3,,,8,13,26,,,11,13
1530638160,10,5,3,,5,8,,5,24,4,22,,15,4,,,,20,3,5,,18,21,5,,5,,,6,6,12,,,4,6
1530638220,22,8,3,,8,2,,8,24,11,23,,35,11,,,,38,3,8,,21,45,11,,8,,,10,10,20,,,11,10
1530638280,8,,3,,,,,,24,,20,,,,,,,,3,,,23,4,4,,,,,,4,8,,,,4
1530638340,8,,3,,,,,,24,,21,,,,,,,,3,,,9,4,4,,,,,,4,8,,,,4
1530638400,2,,3,,,,,,24,,22,,,,,,,,3,,,16,1,1,,,,,,1,2,,,,1
1530638460,20,,3,,12,,,12,24,10,21,,24,10,,,,20,3,12,,12,34,10,,,,,5,10,20,,,10,10
1530638520,,,3,,,,,,24,2,22,,3,2,,,,,3,,,21,3,,,,,,,,,,,2,
1530638580,10,,3,,,,,,24,,21,,,,,,,,3,,,14,5,5,,,,,,5,10,,,,5
1530638640,8,,3,,,,,,24,,27,,,,,,,,3,,,2,4,4,,,9,,,4,8,,,,4
1530638700,20,,3,,10,,,10,22,6,16,,10,6,,,,22,3,10,,4,20,10,,,,,5,10,20,,,6,10
1530638760,18,9,3,,9,,,9,26,13,25,,37,13,,,,36,3,9,,6,46,9,,9,5,,9,9,18,,,13,9
1530638820,20,10,3,,10,10,,10,24,10,18,,30,10,,,,40,3,10,,13,40,10,,10,,,10,10,20,,,10,10
1530638880,8,,3,,,,,,24,,17,,,,,,,,3,,,6,4,4,,,,,,4,8,,,,4
1530638940,2,,3,,,,,,24,,18,,,,,,,,3,,,12,1,1,,,,,,1,2,,,,1
1530639000,8,,3,,,,,,24,,18,,,,,,,,3,,,13,4,4,,,,,,4,8,,,,4
1530639060,20,,3,,10,,,10,24,8,22,,23,8,,,,20,3,10,,11,33,10,,,,,5,10,20,,,8,10
1530639120,,,3,,,,,,24,2,21,,7,2,,,,,3,,,23,7,,,,,,,,,,,2,
1530639180,10,,3,,,,,,24,,21,,,,,,,,3,,,23,5,5,,,,,,5,10,,,,5
1530639240,28,5,3,,15,,,15,24,15,21,,35,15,,,,40,3,15,,19,49,14,,5,,,10,14,28,,,15,14
1530639300,8,,3,,,,,,24,,21,,,,,,,,3,,,14,4,4,,,,,,4,8,,,,4
1530639360,12,,3,,10,,,10,24,6,17,,11,6,,,,20,3,10,,17,17,6,,,,,5,6,12,,,6,6
1530639420,,,3,,,,,,24,4,21,,9,4,,,,,3,,,29,9,,,,,,,,,,,4,
1530639480,10,,3,,,,,,24,,25,,,,,,,,3,,,31,5,5,,,,,,5,10,,,,5
1530639540,28,4,3,,14,10,,14,22,13,24,,38,13,,,,38,3,14,,24,52,14,,4,,,10,14,28,,,13,14
1530639600,,,3,,,,,,26,1,20,,3,1,,,,,3,,,16,3,,,,,,,,,,,1,
1530639660,10,,3,,,,,,24,,17,,,,,,,,3,,,22,5,5,,,,,,5,10,,,,5
1530639720,10,,3,,10,,,10,24,10,20,,25,10,,,,20,3,10,,20,30,5,,,,,5,5,10,,,10,5
1530639780,28,3,3,,11,,,11,24,11,19,,25,11,,,,34,3,11,,11,39,14,,3,,,10,14,28,,,11,14
1530639840,8,,3,,,,,,24,,22,,,,,,,,3,,,22,4,4,,,,,,4,8,,,,4
1530639900,10,,3,,,,,,24,,20,,,,,,,,3,,,19,5,5,,,,,,5,10,,,,5
1530639960,10,,3,,10,,,10,24,8,22,,15,8,,,,20,3,10,,15,20,5,,,,,5,5,10,,,8,5
1530640020,,,3,,,,,,24,2,26,,5,2,,,,,3,,,17,5,,,,,,,,,,,2,
1530640080,10,,3,,,,,,24,,22,,,,,,,,3,,,18,5,5,,,,,,5,10,,,,5
1530640140,8,,3,,,,,,24,,19,,,,,,,,3,,,22,4,4,,,,,,4,8,,,,4
1530640200,10,,3,,,,,,24,,15,,,,,,,,3,,,12,5,5,,,,,,5,10,,,,5
1530640260,20,5,3,,15,10,,15,24,13,18,,37,13,,,,40,3,15,,16,47,10,,5,,,10,10,20,,,13,10
1530640320,30,15,3,,15,,,15,24,17,17,,53,17,,,,60,3,15,,18,68,15,,15,,,15,15,30,,,17,15
1530640380,8,,3,,,,,,24,,16,,,,,,,,3,,,6,4,4,,,,,,4,8,,,,4
1530640440,6,,3,,,,,,24,,22,,,,,,,,3,,,2,3,3,,,,,,3,6,,,,4
1530640500,4,,3,,,,,,24,,26,,,,,,,,3,,,2,2,2,,,1,,,2,4,,,,1
1530640560,10,,3,,,,,,24,,18,,,,,,,,3,,,2,5,5,,,,,,5,10,,,,5
1530640620,10,,3,,10,,,10,24,10,29,,30,10,,,,20,3,10,,3,35,5,,,8,,5,5,10,,,10,5
1530640680,8,,3,,,,,,24,,14,,,,,,,,3,,,4,4,4,,,,,,5,9,,,,5
1530640740,10,,3,,,,,,24,,20,,,,,,,,3,,,9,5,5,,,,,,4,9,,,,4
1530640800,18,3,3,,13,,,13,24,13,21,,29,13,,,,36,3,13,,19,38,9,,3,,,9,9,18,,,13,9
1530640860,8,,3,,,,,,24,,20,,,,,,,,3,,,7,4,4,,,,,,4,8,,,,4
1530640920,10,,3,,10,10,,10,24,10,19,,20,10,,,,20,3,10,,8,25,5,,,,,5,5,10,,,10,5
1530640980,10,,3,,,,,,24,,20,,,,,,,,3,,,8,5,5,,,,,,5,10,,,,5
1530641040,26,3,3,,13,,,13,24,13,20,,37,13,,,,36,3,13,,21,50,13,,3,,,9,13,26,,,13,13
1530641100,4,,3,,,,,,24,,23,,,,,,,,3,,,20,2,2,,,,,,2,4,,,,2
1530641160,14,,3,,8,,,8,24,4,22,,8,4,,,,16,3,8,,24,16,7,,,,,5,8,16,,,4,8
1530641220,2,,3,,2,,,2,24,6,19,,17,6,,,,4,3,2,,26,17,1,,,,,,,,,,6,
1530641280,10,,3,,,,,,24,,19,,,,,,,,3,,,13,5,5,,,,,,5,10,,,,5
1530641340,20,3,3,,13,,,13,24,13,19,,29,13,,,,36,3,13,,24,39,10,,3,,,10,10,20,,,13,10
1530641400,10,,3,,,,,,24,,18,,,,,,,,3,,,21,5,5,,,,,,5,10,,,,5
1530641460,8,,3,,,,,,24,,23,,,,,,,,3,,,19,4,4,,,,,,4,8,,,,4
1530641520,10,,3,,10,10,,10,24,10,16,,20,10,,,,20,3,10,,20,25,5,,,,,5,5,10,,,10,5
1530641580,10,,3,,,,,,24,,18,,,,,,,,3,,,20,5,5,,,,,,5,10,,,,5
1530641640,8,,3,,,,,,24,,20,,,,,,,,3,,,7,4,4,,,,,,4,8,,,,4
1530641700,10,,3,,,,,,24,,19,,,,,,,,3,,,14,5,5,,,,,,5,10,,,,5
1530641760,,,3,,,,,,24,,19,,,,,,,,3,,,14,,,,,,,,,,,,,
1530641820,50,14,3,,30,,,30,24,30,17,,89,30,,,,90,3,30,,15,114,25,,14,,,21,25,50,,,30,25
1530641880,,,3,,,,,,24,,19,,,,,,,,3,,,17,,,,,,,,,,,,,
1530641940,10,,3,,,,,,24,,21,,,,,,,,3,,,15,5,5,,,,,,5,10,,,,5
1530642000,8,,3,,,,,,24,,21,,,,,,,,3,,,20,4,4,,,,,,4,8,,,,4
1530642060,10,,3,,,,,,24,,22,,,,,,,,3,,,30,5,5,,,,,,5,10,,,,5
1530642120,10,,3,,10,10,,10,24,10,17,,30,10,,,,20,3,10,,38,35,5,,,,,5,5,10,,,10,5
1530642180,8,,3,,,,,,24,,17,,,,,,,,3,,,39,4,4,,,,,,4,8,,,,4
1530642240,10,,3,,,,,,24,,21,,,,,,,,3,,,38,5,5,,,,,,5,10,,,,5
1530642300,,,3,,,,,,24,,19,,,,,,,,3,,,31,,,,,,,,,,,,,
1530642360,30,3,3,,13,,,13,24,13,20,,29,13,,,,36,3,13,,25,44,15,,3,,,10,15,30,,,13,15
1530642420,10,3,3,,7,,,7,24,7,29,,17,7,,,,20,3,7,,25,22,5,,3,,,5,5,10,,,7,5
1530642480,8,,3,,,,,,24,,26,,,,,,,,3,,,31,4,4,,,,,,4,8,,,,4
1530642540,20,2,3,,12,,,12,24,12,16,,33,12,,,,34,3,12,,38,43,10,,2,,,9,10,20,,,12,10
1530642600,2,,3,,,,,,24,,15,,,,,,,,3,,,34,1,1,,,,,,1,2,,,,1
1530642660,8,,3,,,,,,24,,16,,,,,,,,3,,,26,4,4,,,,,,4,8,,,,4
1530642720,18,,3,,10,10,,10,24,10,14,,25,10,,,,20,3,10,,24,34,9,,,,,5,9,18,,,10,9
1530642780,8,,3,,,,,,24,,16,,,,,,,,3,,,26,4,4,,,,,,4,8,,,,4
1530642840,18,3,3,,13,,,13,24,13,15,,29,13,,,,36,3,13,,26,38,9,,3,,,8,9,18,,,13,9
1530642900,,,3,,,,,,24,,16,,,,,,,,3,,,33,,,,,,,,,,,,,
1530642960,10,,3,,,,,,24,,15,,,,,,,,3,,,27,5,5,,,,,,5,10,,,,5
1530643020,8,,3,,,,,,24,,16,,,,,,,,3,,,20,4,4,,,,,,4,8,,,,4
1530643080,10,,3,,10,,,10,24,10,15,,20,10,,,,20,3,10,,32,25,5,,,,,5,5,10,,,10,5
1530643140,8,,3,,,,,,24,,15,,,,,,,,3,,,39,4,4,,,,,,4,8,,,,4
1530643200,10,,3,,,,,,24,,15,,,,,,,,3,,,32,5,5,,,,,,5,10,,,,5
1530643260,10,,3,,,,,,24,,18,,,,,,,,3,,,38,5,5,,,,,,5,10,,,,5
1530643320,,,3,,,,,,24,,15,,,,,,,,3,,,23,,,,,,,,,,,,,
1530643380,34,8,3,,22,10,,22,24,22,15,,60,22,,,,56,3,22,,42,77,17,,8,,,13,17,34,,,22,17
1530643440,,,3,,,,,,24,,19,,,,,,,,3,,,23,,,,,,,,,,,,,
1530643500,26,2,3,,12,,,12,24,12,15,,33,12,,,,34,3,12,,26,46,13,,2,,,8,13,26,,,12,13
1530643560,,,3,,,,,,24,,15,,,,,,,,3,,,19,,,,,,,,,,,,,
1530643620,10,,3,,,,,,24,,16,,,,,,,,3,,,23,5,5,,,,,,5,10,,,,5
1530643680,8,,3,,,,,,24,,15,,,,,,,,3,,,27,4,4,,,,,,4,8,,,,4
1530643740,10,,3,,10,,,10,24,10,14,,25,10,,,,20,3,10,,11,30,5,,,,,5,5,10,,,10,5
1530643800,8,,3,,,,,,24,,15,,,,,,,,3,,,12,4,4,,,,,,4,8,,,,4
1530643860,26,,3,,10,,,10,24,8,15,,16,8,,,,26,3,10,,23,29,13,,,,,8,13,26,,,8,13
1530643920,4,2,3,,2,,,2,24,4,15,,10,4,,,,8,3,2,,18,12,2,,2,,,2,2,4,,,4,2
1530643980,10,,3,,,,,,24,,15,,,,,,,,3,,,22,5,5,,,,,,5,10,,,,5
1530644040,18,,3,,10,10,,10,24,8,15,,18,8,,,,20,3,10,,24,27,9,,,,,5,9,18,,,8,9
1530644100,,,3,,,,,,24,2,16,,2,2,,,,,3,,,34,2,,,,,,,,,,,2,
1530644160,10,,3,,,,,,24,,16,,,,,,,,3,,,22,5,5,,,,,,5,10,,,,5
1530644220,8,,3,,,,,,24,,17,,,,,,,,3,,,35,4,4,,,,,,4,8,,,,4
1530644280,10,,3,,,,,,24,,15,,,,,,,,3,,,29,5,5,,,,,,5,10,,,,5
1530644340,8,,3,,4,,,4,24,4,15,,8,4,,,,,3,4,,22,12,4,,,,,,4,8,,,4,4
1530644400,26,7,3,,17,,,17,24,17,16,,44,17,,,,54,3,17,,31,57,13,,7,,,13,13,26,,,17,13
1530644460,8,,3,,,,,,24,,16,,,,,,,,3,,,29,4,4,,,,,,4,8,,,,4
1530644520,16,2,3,,12,,,12,24,12,15,,28,12,,,,34,3,12,,29,36,8,,2,,,8,8,16,,,12,8
1530644580,10,,3,,,,,,24,,16,,,,,,,,3,,,26,5,5,,,,,,5,10,,,,5
1530644640,8,,3,,,,,,24,,16,,,,,,,,3,,,21,4,4,,,,,,4,8,,,,4
1530644700,10,,3,,1,2,,1,24,1,15,,1,1,,,,,3,1,,21,6,5,,,,,,5,10,,,1,5
1530644760,10,,3,,10,8,,10,24,10,15,,25,10,,,,20,3,10,,25,30,5,,,,,5,5,10,,,10,5
1530644820,10,,3,,,,,,24,,16,,,,,,,,3,,,20,5,5,,,,,,5,10,,,,5
1530644880,8,,3,,,,,,24,,15,,,,,,,,3,,,17,4,4,,,,,,4,8,,,,4
1530644940,16,2,3,,12,,,12,24,12,17,,26,12,,,,34,3,12,,29,34,8,,2,,,8,8,16,,,12,8
1530645000,10,,3,,,,,,24,,15,,,,,,,,3,,,37,5,5,,,,,,5,10,,,,5
1530645060,10,,3,,10,,,10,24,10,16,,20,10,,,,20,3,10,,33,25,5,,,,,5,5,10,,,10,5
1530645120,8,,3,,,,,,24,,15,,,,,,,,3,,,31,4,4,,,,,,4,8,,,,4
1530645180,2,,3,,,,,,24,,15,,,,,,,,3,,,41,1,1,,,,,,1,2,,,,1
1530645240,8,,3,,,,,,24,,17,,,,,,,,3,,,48,4,4,,,,,,4,8,,,,4
1530645300,10,,3,,,,,,24,,16,,,,,,,,3,,,54,5,5,,,,,,5,10,,,,5
1530645360,8,,3,,4,8,,4,24,4,15,,8,4,,,,,3,4,,50,12,4,,,,,,4,8,,,4,4
1530645420,26,7,3,,17,2,,17,24,17,15,,51,17,,,,54,3,17,,25,64,13,,7,,,13,13,26,,,17,13
1530645480,20,6,3,,8,,,8,24,8,15,,22,8,,,,34,3,8,,26,32,10,,6,,,10,10,20,,,8,10
1530645540,10,,3,,,,,,24,,15,,,,,,,,3,,,24,5,5,,,,,,5,10,,,,5
1530645600,8,,3,,,,,,24,,15,,,,,,,,3,,,30,4,4,,,,,,4,8,,,,4
1530645660,10,,3,,2,,,2,24,2,16,,2,2,,,,,3,2,,23,7,5,,,,,,5,10,,,2,5
1530645720,10,,3,,10,,,10,24,10,14,,30,10,,,,20,3,10,,19,35,5,,,,,5,5,10,,,10,5
1530645780,8,,3,,,,,,24,,15,,,,,,,,3,,,37,4,4,,,,,,4,8,,,,4
1530645840,2,,3,,,,,,24,,17,,,,,,,,3,,,29,1,1,,,,,,1,2,,,,1
1530645900,8,,3,,,,,,24,,15,,,,,,,,3,,,21,4,4,,,,,,4,8,,,,4
1530645960,20,3,3,,13,,,13,24,13,15,,37,13,,,,36,3,13,,13,47,10,,3,,,10,10,20,,,13,10
1530646020,8,,3,,,,,,24,,15,,,,,,,,3,,,23,4,4,,,,,,4,8,,,,4
1530646080,12,,3,,10,10,,10,24,10,16,,20,10,,,,20,3,10,,19,26,6,,,,,5,6,12,,,10,6
1530646140,8,,3,,,,,,24,,15,,,,,,,,3,,,7,4,4,,,,,,4,8,,,,4
1530646200,10,,3,,,,,,24,,18,,,,,,,,3,,,9,5,5,,,,,,5,10,,,,5
1530646260,10,,3,,,,,,24,,18,,,,,,,,3,,,5,5,5,,,,,,5,10,,,,5
1530646320,,,3,,,,,,24,,15,,,,,,,,3,,,25,,,,,,,,,,,,,
1530646380,18,,3,,14,,,14,24,14,15,,38,14,,,,20,3,14,,21,47,9,,,,,5,9,18,,,14,9
1530646440,32,13,3,,15,,,15,24,15,16,,50,15,,,,68,3,15,,21,66,16,,13,,,16,16,32,,,15,16
1530646500,8,,3,,,,,,24,,16,,,,,,,,3,,,31,4,4,,,,,,4,8,,,,4
1530646560,2,,3,,,,,,24,,17,,,,,,,,3,,,18,1,1,,,,,,1,2,,,,1
1530646620,8,,3,,,,,,24,,16,,,,,,,,3,,,17,4,4,,,,,,4,8,,,,4
1530646680,10,,3,,,,,,24,,15,,,,,,,,3,,,24,5,5,,,,,,5,10,,,,5
1530646740,10,,3,,10,10,,10,24,10,16,,30,10,,,,20,3,10,,30,35,5,,,,,5,5,10,,,10,5
1530646800,8,,3,,,,,,24,,15,,,,,,,,3,,,14,4,4,,,,,,4,8,,,,4
1530646860,10,,3,,,,,,24,,16,,,,,,,,3,,,19,5,5,,,,,,5,10,,,,5
1530646920,10,,3,,,,,,24,,15,,,,,,,,3,,,14,5,5,,,,,,5,10,,,,5
1530646980,16,1,3,,11,,,11,24,11,15,,29,11,,,,32,3,11,,29,37,8,,1,,,8,8,16,,,11,8
1530647040,18,,3,,10,,,10,24,10,15,,20,10,,,,20,3,10,,19,29,9,,,,,5,9,18,,,10,9
1530647100,6,,3,,,,,,24,,15,,,,,,,,3,,,23,3,3,,,,,,4,7,,,,4
